NCM,NCM_DESCRICAO,CAPITULO
42034000,- Outros acessórios de vestuário,42
42050000,Outras obras de couro natural ou reconstituído.,42
42060000,"Obras de tripa, de baudruches, de bexiga ou de tendões.",42
42060000,Cordas de tripa,42
43011000,"- De visons, inteiras, mesmo com cabeça, cauda ou patas",43
43013000,"- De cordeiros denominados astracã, breitschwanz, caracul, persianer ou semelhantes, de cordeiros da Índia, da China, da Mongólia ou do Tibete, inteiras, mesmo com cabeça, cauda ou patas",43
43016000,"- De raposas, inteiras, mesmo com cabeça, cauda ou patas",43
43018000,"- De outros animais, inteiras, mesmo com cabeça, cauda ou patas",43
43019000,"- Cabeças, caudas, patas e outras partes utilizáveis na indústria de peles",43
43021100,-- De visons,43
43021910,De ovinos,43
43021990,Outras,43
43022000,"- Cabeças, caudas, patas e outras partes, desperdícios e aparas, não reunidos (não montados)",43
43022000,"Cabeças, caudas, patas e outras partes, desperdícios e aparas, de coelho ou de lebre",43
43022000,"Cabeças, caudas, patas e outras partes, desperdícios e aparas, de bovino, de ovino ou de caprino",43
43023000,"- Peles com pelo inteiras e respectivos pedaços e aparas, reunidos (montados)",43
43023000,"De bovino, ovino, caprino, coelho ou de lebre",43
43023000,"Peles ""alongadas"", exceto de bovino, ovino, caprino, coelho ou de lebre",43
43031000,- Vestuário e seus acessórios,43
43031000,"De bovino, ovino, caprino, coelho ou de lebre",43
43039000,- Outros,43
43039000,"De bovino, ovino, caprino, coelho ou de lebre",43
43040000,"Peles com pelo artificiais, e suas obras.",43
44011100,-- De coníferas,44
44011200,-- De não coníferas,44
44012100,-- De coníferas,44
44012200,-- De não coníferas,44
44013100,-- Pellets de madeira,44
44013200,-- Briquetes de madeira,44
44013900,-- Outros,44
44014100,-- Serragem (serradura),44
44014900,-- Outros,44
44021000,Carvão vegetal - - De bambu,44
44022000,Carvão vegetal - - De cascas ou de caroços,44
44029000,Carvão vegetal - - Outros,44
44031100,-- De coníferas,44
44031100,Esquadriada,44
44031200,-- De não coníferas,44
44031200,Esquadriadas,44
44032100,"-- De pinheiro (Pinus spp.), cuja menor dimensão da seção transversal é igual ou superior a 15 cm",44
44032100,Esquadriada,44
44032200,"-- De pinheiro (Pinus spp.), outras",44
44032200,Esquadriada,44
44032300,"-- De abeto (Abies spp.) e de espruce (pícea) (Picea spp.), cuja menor dimensão da seção transversal é igual ou superior a 15 cm",44
44032300,Esquadriada,44
44032400,"-- De abeto (Abies spp.) e de espruce (pícea) (Picea spp.), outras",44
44032400,Esquadriada,44
44032500,"-- Outras, cuja menor dimensão da seção transversal é igual ou superior a 15 cm",44
44032500,Esquadriadas,44
44032600,-- Outras,44
44032600,Esquadriadas,44
44034100,"-- Dark Red Meranti, Light Red Meranti e Meranti Bakau",44
44034100,Esquadriada,44
44034200,-- Teca,44
44034200,Esquadriada,44
44034900,-- Outras,44
44034900,Esquadriadas,44
44039100,-- De carvalho (Quercus spp.),44
44039100,Esquadriada,44
44039300,"-- De faia (Fagus spp.), cuja menor dimensão da seção transversal é igual ou superior a 15 cm",44
44039300,Esquadriada,44
44039400,"-- De faia (Fagus spp.), outras",44
44039400,Esquadriada,44
44039500,"-- De bétula (vidoeiro) (Betula spp.), cuja menor dimensão da seção transversal é igual ou superior a 15 cm",44
44039500,Esquadriada,44
44039600,"-- De bétula (vidoeiro) (Betula spp.), outras",44
44039600,Esquadriada,44
44039700,-- De choupo (álamo) (Populus spp.),44
44039700,Esquadriada,44
44039800,-- De eucalipto (Eucalyptus spp.),44
44039800,Esquadriada,44
44039900,-- Outras,44
44039900,Esquadriadas,44
44041000,- De coníferas,44
44042000,- De não coníferas,44
44050000,Lã de madeira; farinha de madeira.,44
44061100,-- De coníferas,44
44061200,-- De não coníferas,44
44069100,-- De coníferas,44
44069200,-- De não coníferas,44
44071100,-- De pinheiro (Pinus spp.),44
44071200,-- De abeto (Abies spp.) e de espruce (pícea) (Picea spp.),44
44071300,"-- De S-P-F (espruce (pícea) (Picea spp.), pinheiro (Pinus spp.) e abeto (Abies spp.))",44
44071400,-- De Hem-fir (tsuga (western hemlock) (Tsuga heterophylla) e abeto (Abies spp.)),44
44071900,-- Outras,44
44072100,-- Mahogany (Mogno) (Swietenia spp.),44
44072200,"-- Virola, Imbuia e Balsa",44
44072300,-- Teca,44
44072500,"-- Dark Red Meranti, Light Red Meranti e Meranti Bakau",44
44072600,"-- White Lauan, White Meranti, White Seraya, Yellow Meranti e Alan",44
44072700,-- Sapelli,44
44072800,-- Iroko,44
44072910,De cedro,44
44072920,De ipê,44
44072930,De pau-marfim,44
44072940,De louro,44
44072950,De canafístula (Peltophorum vogelianum),44
44072960,De cabreúva Parda (Myrocarpus spp.),44
44072970,De urundei (Astronium balansae),44
44072990,Outras,44
44079100,-- De carvalho (Quercus spp.),44
44079200,-- De faia (Fagus spp.),44
44079300,-- De bordo (ácer) (Acer spp.),44
44079400,-- De prunóidea (Prunus spp.),44
44079500,-- De freixo (Fraxinus spp.),44
44079600,-- De bétula (vidoeiro) (Betula spp.),44
44079700,-- De choupo (álamo) (Populus spp.),44
44079920,De peroba (Paratecoma peroba),44
44079930,De guaiuvira (Patagonula americana),44
44079960,De amendoim (Pterogyne nitens),44
44079970,De angico preto (Piptadenia macrocarpa),44
44079990,Outras,44
44081010,Obtidas por corte de madeira estratificada,44
44081091,De pinho brasil (Araucaria angustifolia),44
44081099,Outras,44
44083110,Obtidas por corte de madeira estratificada,44
44083190,Outras,44
44083910,Obtidas por corte de madeira estratificada,44
44083991,De cedro,44
44083992,De pau-marfim,44
44083999,Outras,44
44089010,Obtidas por corte de madeira estratificada,44
44089090,Outras,44
44091000,- De coníferas,44
44092100,-- De bambu,44
44092200,-- De madeiras tropicais,44
44092900,-- Outras,44
44101110,Em bruto ou simplesmente polidos,44
44101121,"Em ambas as faces, com película protetora na face superior e trabalho de encaixe nas quatro laterais, do tipo utilizado para pisos (pavimentos)",44
44101129,Outros,44
44101190,Outros,44
44101210,Em bruto ou simplesmente polidos,44
44101290,Outros,44
44101911,Em bruto ou simplesmente polidos,44
44101919,Outros,44
44101991,Em bruto ou simplesmente polidos,44
44101992,Recobertos na superfície com papel impregnado de melamina,44
44101999,Outros,44
44109000,- Outros,44
44111210,Não trabalhados mecanicamente nem recobertos à superfície,44
44111290,Outros,44
44111310,Não trabalhados mecanicamente nem recobertos à superfície,44
44111391,"Recobertos em ambas as faces com papel impregnado de melamina, película protetora na face superior e trabalho de encaixe nas quatro laterais, do tipo utilizado para pisos (pavimentos)",44
44111399,Outros,44
44111410,Não trabalhados mecanicamente nem recobertos à superfície,44
44111490,Outros,44
44119210,Não trabalhados mecanicamente nem recobertos à superfície,44
44119290,Outros,44
44119310,Não trabalhados mecanicamente nem recobertos à superfície,44
44119390,Outros,44
44119410,Não trabalhados mecanicamente nem recobertos à superfície,44
44119490,Outros,44
44121000,- De bambu,44
44123100,"-- Com, pelo menos, uma camada exterior de madeira tropical",44
44123300,"-- Outras, com, pelo menos, uma camada exterior de madeira não conífera, das espécies amieiro (Alnus spp.), freixo (Fraxinus spp.), faia (Fagus spp.), bétula (vidoeiro) (Betula spp.), prunóidea (Prunus spp.), castanheiro (Castanea spp.), olmo (Ulmus spp.), eucalipto (Eucalyptus spp.), nogueira (Carya spp.), castanheiro-da-índia (Aesculus spp.), tília (Tilia spp.), bordo (ácer) (Acer spp.), carvalho (Quercus spp.), plátano (Platanus spp.), choupo (álamo) (Populus spp.), robínia (falsa-acácia) (Robinia spp.), tulipeiro (Liriodendron spp.) ou nogueira (Juglans spp.)",44
44123400,"-- Outras, com, pelo menos, uma camada exterior de madeira não conífera, não especificadas na subposição 4412.33",44
44123900,"-- Outras, com ambas as camadas exteriores de madeira de coníferas",44
44124100,"-- Com, pelo menos, uma camada exterior de madeira tropical",44
44124200,"-- Outras, com, pelo menos, uma camada exterior de madeira não conífera",44
44124900,"-- Outras, com ambas as camadas exteriores de madeira de coníferas",44
44125100,"-- Com, pelo menos, uma camada exterior de madeira tropical",44
44125200,"-- Outras, com, pelo menos, uma camada exterior de madeira não conífera",44
44125900,"-- Outras, com ambas as camadas exteriores de madeira de coníferas",44
44129100,"-- Com, pelo menos, uma camada exterior de madeira tropical",44
44129200,"-- Outras, com, pelo menos, uma camada exterior de madeira não conífera",44
44129900,"-- Outras, com ambas as camadas exteriores de madeira de coníferas",44
44130000,"Madeira densificada, em blocos, pranchas, lâminas ou perfis.",44
44141000,- De madeira tropical,44
44149000,- Outras,44
44151000,"- Caixotes, caixas, engradados, barricas e embalagens semelhantes; carretéis para cabos",44
44152000,"- Paletes simples, paletes-caixas e outros estrados para carga; taipais de paletes",44
44160010,De carvalho (Quercus spp.),44
44160090,Outros,44
44170010,Ferramentas,44
44170020,"Formas, alargadeiras e esticadores, para calçado",44
44170090,Outros,44
44181100,-- De madeira tropical,44
44181900,-- Outras,44
44182100,-- De madeira tropical,44
44182900,-- Outras,44
44183000,"- Postes e vigas, exceto os produtos das subposições 4418.81 a 4418.89",44
44184000,- Cofragens para concreto (betão),44
44185000,- Fasquias para telhados (shingles e shakes),44
44187300,"-- De bambu ou com, pelo menos, a camada superior de bambu",44
44187400,"-- Outros, para pisos (pavimentos) em mosaico",44
44187500,"-- Outros, de camadas múltiplas",44
44187900,-- Outros,44
44188100,-- Madeira laminada (lamelada) colada (glulam ou MLC),44
44188200,-- Madeira laminada (lamelada) cruzada (CLT ou X-lam),44
44188300,-- Vigas em I,44
44188900,-- Outros,44
44189100,-- De bambu,44
44189200,-- Painéis celulares de madeira,44
44189900,-- Outras,44
44191100,"-- Tábuas para cortar pão, outras tábuas para cortar e artigos semelhantes",44
44191200,-- Pauzinhos (hashi ou fachi),44
44191900,-- Outros,44
44192000,- De madeira tropical,44
44199000,- Outros,44
44201100,-- De madeira tropical,44
44201900,-- Outros,44
44209000,- Outros,44
44211000,- Cabides para vestuário,44
44212000,- Urnas funerárias (caixões),44
44219100,-- De bambu,44
44219900,-- Outras,44
45011000,"- Cortiça natural, em bruto ou simplesmente preparada",45
45019000,- Outros,45
45019000,"Cortiça triturada, granulada ou pulverizada",45
45020000,"Cortiça natural, sem a crosta ou simplesmente esquadriada, ou em cubos, chapas, folhas ou tiras, de forma quadrada ou retangular (incluindo os esboços com arestas vivas, para rolhas).",45
45031000,- Rolhas,45
45039000,- Outras,45
45041000,"- Cubos, blocos, chapas, folhas e tiras; ladrilhos de qualquer formato; cilindros maciços, incluindo os discos",45
45049000,- Outras,45
46012100,-- De bambu,46
46012200,-- De rotim,46
46012900,-- Outras,46
46019200,-- De bambu,46
46019300,-- De rotim,46
46019400,-- De outras matérias vegetais,46
46019900,-- Outras,46
46021100,-- De bambu,46
46021200,-- De rotim,46
46021900,-- Outras,46
46029000,- Outras,46
47010000,Pastas mecânicas de madeira.,47
47020000,"Pastas químicas de madeira, para dissolução.",47
47031100,-- De coníferas,47
47031900,-- De não coníferas,47
47032110,Em rolos,47
47032190,Outras,47
47032900,-- De não coníferas,47
47041100,-- De coníferas,47
47041900,-- De não coníferas,47
47042100,-- De coníferas,47
47042900,-- De não coníferas,47
47050000,Pastas de madeira obtidas por combinação de um tratamento mecânico com um tratamento químico.,47
47061000,- Pastas de línteres de algodão,47
47062000,- Pastas de fibras obtidas a partir de papel ou cartão reciclados (desperdícios e resíduos),47
47063000,"- Outras, de bambu",47
47069100,-- Mecânicas,47
47069200,-- Químicas,47
47069300,-- Obtidas por combinação de um tratamento mecânico com um tratamento químico,47
47071000,"- Papel ou cartão, Kraft, crus, ou papel ou cartão, ondulados (canelados*)",47
47072000,"- Outro papel ou cartão, obtidos principalmente a partir de pasta química branqueada, não corada na massa",47
47073000,"- Papel ou cartão, obtidos principalmente a partir de pasta mecânica (por exemplo, jornais, periódicos e impressos semelhantes)",47
47079000,"- Outros, incluindo os desperdícios e resíduos não selecionados",47
48010020,"Em folhas, nas que nenhum lado exceda 360 mm, quando não dobradas",48
48010030,"Outros, de peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteúdo total de fibras seja constituído por fibras de madeiras obtidas por processo mecânico",48
48010030,Em rolos de largura não superior a 36 cm,48
48010090,Outros,48
48010090,Em rolos de largura não superior a 36 cm,48
48021000,- Papel e cartão feitos à mão (folha a folha),48
48022010,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48022090,Outros,48
48024010,Em tiras ou rolos de largura não superior a 15 cm,48
48024090,Outros,48
48025410,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48025491,"Fabricado principalmente a partir de pasta branqueada ou pasta obtida por um processo mecânico, de peso inferior a 19 g/m2",48
48025499,Outros,48
48025510,De largura não superior a 15 cm,48
48025591,De desenho,48
48025592,Kraft,48
48025599,Outros,48
48025610,"Em que nenhum lado exceda 360 mm, quando não dobradas",48
48025691,Para impressão de notas (papéis-moeda),48
48025692,De desenho,48
48025693,Kraft,48
48025699,Outros,48
48025710,"Em tiras de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48025791,Para impressão de notas (papéis-moeda),48
48025792,De desenho,48
48025793,Kraft,48
48025799,Outros,48
48025810,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48025891,De desenho,48
48025892,Kraft,48
48025899,Outros,48
48026110,De largura não superior a 15 cm,48
48026191,"De peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas por processo mecânico",48
48026192,Kraft,48
48026199,Outros,48
48026210,"Em que nenhum lado exceda 360 mm, quando não dobradas",48
48026291,"De peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas por processo mecânico",48
48026292,Kraft,48
48026299,Outros,48
48026910,"Em tiras de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48026991,"De peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas por processo mecânico",48
48026992,Kraft,48
48026999,Outros,48
48030010,Pasta (ouate) de celulose e mantas de fibras de celulose,48
48030090,Outros,48
48041100,-- Crus,48
48041900,-- Outros,48
48042100,-- Crus,48
48042900,-- Outros,48
48043110,De rigidez dielétrica igual ou superior a 600 V (método ASTM D 202 ou equivalente),48
48043190,Outros,48
48043910,De rigidez dielétrica igual ou superior a 600 V (método ASTM D 202 ou equivalente),48
48043990,Outros,48
48044100,-- Crus,48
48044200,"-- Branqueados uniformemente na massa e em que mais de 95 %, em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas por processo químico",48
48044900,-- Outros,48
48045100,-- Crus,48
48045200,"-- Branqueados uniformemente na massa e em que mais de 95 %, em peso, do conteúdo total de fibras seja constituído por fibras de madeira obtidas por processo químico",48
48045910,"Semibranqueados, com um conteúdo de 100 %, em peso, de fibras de madeira obtidas por processo químico",48
48045990,Outros,48
48051100,-- Papel semiquímico para ondular (canelar*),48
48051200,-- Papel palha para ondular (canelar*),48
48051900,-- Outros,48
48052400,-- De peso não superior a 150 g/m2,48
48052500,-- De peso superior a 150 g/m2,48
48053000,- Papel sulfite de embalagem,48
48054010,"De peso superior a 15 g/m2, mas não superior a 25 g/m2, com um conteúdo de fibras sintéticas termossoldáveis igual ou superior a 20 %, mas não superior a 30 %, em peso, do conteúdo total de fibras",48
48054090,Outros,48
48055000,"- Papel-feltro e cartão-feltro, papel e cartão lanosos",48
48059100,-- De peso não superior a 150 g/m2,48
48059210,Com fibras de vidro,48
48059290,Outros,48
48059300,-- De peso igual ou superior a 225 g/m2,48
48061000,- Papel-pergaminho e cartão-pergaminho (sulfurizados),48
48062000,- Papel impermeável a gorduras,48
48063000,- Papel vegetal,48
48064000,- Papel cristal e outro papel calandrado transparente ou translúcido,48
48070000,"Papel e cartão obtidos por colagem de folhas sobrepostas, não revestidos na superfície nem impregnados, mesmo reforçados interiormente, em rolos ou em folhas.",48
48081000,"- Papel e cartão ondulados (canelados*), mesmo perfurados",48
48084000,"- Papel Kraft, encrespado ou plissado, mesmo gofrado, estampado ou perfurado",48
48089000,- Outros,48
48092000,- Papel autocopiativo,48
48099000,- Outros,48
48101310,De largura não superior a 15 cm,48
48101381,Metalizados,48
48101382,Baritados (revestidos de óxido ou sulfato de bário),48
48101389,Outros,48
48101391,"Papel revestido ou recoberto em uma face, do tipo wet strength, resistente à umidade e ao meio
alcalino",48
48101399,Outros,48
48101410,"Em que nenhum lado exceda 360 mm, quando não dobradas",48
48101481,Metalizados,48
48101482,Baritados (revestidos de óxido ou sulfato de bário),48
48101489,Outros,48
48101490,Outros,48
48101910,"Em tiras de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48101981,Metalizados,48
48101982,Baritados (revestidos de óxido ou sulfato de bário),48
48101989,Outros,48
48101991,"Papel revestido ou recoberto em uma face, do tipo wet strength, resistente à umidade e ao meio alcalino",48
48101999,Outros,48
48102210,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48102290,Outros,48
48102910,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48102990,Outros,48
48103110,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48103190,Outros,48
48103210,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48103290,Outros,48
48103910,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48103990,Outros,48
48109210,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48109290,Outros,48
48109910,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48109990,Outros,48
48111010,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48111090,Outros,48
48114110,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48114190,Outros,48
48114910,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48114990,Outros,48
48115110,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48115121,"De silicone, exceto gofrados na face recoberta ou revestida",48
48115122,"De polietileno, estratificado com alumínio, impresso",48
48115123,"De polietileno ou polipropileno, em ambas as faces, base para papel fotográfico",48
48115128,"Outros, gofrados na face recoberta ou revestida",48
48115129,Outros,48
48115130,"Outros, impregnados",48
48115910,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48115921,"De polietileno ou polipropileno, em ambas as faces, base para papel fotográfico",48
48115922,De silicone,48
48115923,"De polietileno, estratificado com alumínio, impresso",48
48115929,Outros,48
48115930,"Outros, impregnados",48
48116010,"Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas",48
48116090,Outros,48
48119011,"Recobertos de pasta eletrolítica à base de amido modificado, de peso igual ou superior a 75 g/m², mas não superior a 120 g/m²",48
48119019,Outros,48
48119020,"Outros, impregnados e revestidos em ambas as faces com látex numa proporção total, em peso, igual ou superior a 15 %, de peso igual ou superior a 105 g/m², mas não superior a 135 g/m², do tipo utilizado como suporte para fabricação de abrasivos (lixas), em rolos",48
48119090,Outros,48
48120000,"Blocos e chapas, filtrantes, de pasta de papel.",48
48131000,- Em cadernos ou em tubos,48
48132000,- Em rolos de largura não superior a 5 cm,48
48139000,- Outros,48
48142000,"- Papel de parede e revestimentos para parede semelhantes, constituídos por papel revestido ou recoberto, no lado da face, por uma camada de plástico granida, gofrada, colorida, impressa com desenhos ou decorada de qualquer outra forma",48
48149000,- Outros,48
48162000,- Papel autocopiativo,48
48169010,Papel-carbono e semelhantes,48
48169090,Outros,48
48171000,- Envelopes,48
48172000,"- Aerogramas, cartões-postais não ilustrados e cartões para correspondência",48
48173000,"- Caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência",48
48181000,- Papel higiênico,48
48182000,"- Lenços, lenços (toalhitas) demaquilantes e toalhas de mão",48
48183000,- Toalhas de mesa e guardanapos,48
48185000,- Vestuário e seus acessórios,48
48189010,Almofadas absorventes do tipo utilizado em embalagens de produtos alimentícios,48
48189090,Outros,48
48191000,"- Caixas de papel ou cartão, ondulados (canelados*)",48
48192000,"- Caixas e cartonagens, dobráveis, de papel ou cartão, não ondulados (canelados*)",48
48193000,- Sacos cuja base tenha largura igual ou superior a 40 cm,48
48194000,- Outros sacos; bolsas e cartuchos,48
48195000,"- Outras embalagens, incluindo as capas para discos",48
48196000,"- Cartonagens para escritórios, lojas e estabelecimentos semelhantes",48
48201000,"- Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes",48
48202000,- Cadernos,48
48203000,"- Classificadores, encadernações (exceto as capas para livros) e capas de processos",48
48204000,"- Formulários em blocos de papel múltiplas vias, mesmo com folhas intercaladas de papel-carbono (papel químico)",48
48205000,- Álbuns para amostras ou para coleções,48
48209000,- Outros,48
48211000,- Impressas,48
48219000,- Outras,48
48221000,- Do tipo utilizado para enrolamento de fios têxteis,48
48229000,- Outros,48
48232010,"De peso superior a 15 g/m2, mas não superior a 25 g/m2, com um conteúdo de fibras sintéticas termossoldáveis igual ou superior a 20 %, mas não superior a 30 %, em peso, do conteúdo total de fibras",48
48232091,"Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm",48
48232099,Outros,48
48234000,"- Papel-diagrama para aparelhos registradores, em bobinas, em folhas ou em discos",48
48236100,-- De bambu,48
48236900,-- Outros,48
48237000,"- Artigos moldados ou prensados, de pasta de papel",48
48239010,Cartões perfurados para mecanismos Jacquard,48
48239020,De rigidez dielétrica igual ou superior a 600 V (método ASTM D 202 ou equivalente) e de peso inferior ou igual a 60 g/m2,48
48239091,"Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm",48
48239099,Outros,48
49011000,"- Em folhas soltas, mesmo dobradas",49
49019100,"-- Dicionários e enciclopédias, mesmo em fascículos",49
49019900,-- Outros,49
49021000,- Que se publiquem pelo menos quatro vezes por semana,49
49021000,Com publicidade,49
49029000,- Outros,49
49029000,Com publicidade,49
49030000,"Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças.",49
49040000,"Música manuscrita ou impressa, ilustrada ou não, mesmo encadernada.",49
49052000,- Sob a forma de livros ou brochuras,49
49059000,- Outras,49
49060000,"Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos à mão; textos manuscritos; reproduções fotográficas em papel sensibilizado e cópias a papel-carbono (papel químico) dos planos, plantas, desenhos ou textos acima referidos.",49
49070010,Notas (papéis-moeda),49
49070020,Cheques de viagem,49
49070030,"Títulos de ações ou de obrigações e títulos semelhantes, convalidados e firmados",49
49070090,Outros,49
49081000,- Decalcomanias vitrificáveis,49
49089000,- Outras,49
49090000,"Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo
ilustrados, mesmo com envelopes, guarnições ou aplicações.",49
49100000,"Calendários de qualquer espécie, impressos, incluindo os blocos-calendários para desfolhar.",49
49111010,"Que contenham informações relativas ao funcionamento, manutenção, reparo ou utilização de máquinas, aparelhos, veículos e outras mercadorias de origem extrazona",49
49111090,Outros,49
49119100,"-- Estampas, gravuras e fotografias",49
49119100,Fotografias tiradas diretamente,49
49119900,-- Outros,49
49119900,"Textos manuscritos ou datilografados, e suas cópias obtidas por meio de papel carbono ou fotocópia",49
50010000,Casulos de bicho-da-seda próprios para dobar.,50
50020000,Seda crua (não fiada).,50
50030010,Não cardados nem penteados,50
50030090,Outros,50
50040000,Fios de seda (exceto fios de desperdícios de seda) não acondicionados para venda a retalho.,50
50050000,"Fios de desperdícios de seda, não acondicionados para venda a retalho.",50
50060000,"Fios de seda ou de desperdícios de seda, acondicionados para venda a retalho; pelo de Messina (crina de Florença).",50
50071010,"Estampados, tintos ou de fios de diversas cores",50
50071090,Outros,50
50072010,"Estampados, tintos ou de fios de diversas cores",50
50072090,Outros,50
50079000,- Outros tecidos,50
51011110,"De finura igual ou superior 22,05 micrômetros (mícrons), mas inferior ou igual a 32,6 micrômetros (mícrons)",51
51011190,Outra,51
51011900,-- Outra,51
51012100,-- Lã de tosquia,51
51012900,-- Outra,51
51013000,- Carbonizada,51
51021100,-- De cabra de Caxemira,51
51021900,-- Outros,51
51022000,- Pelos grosseiros,51
51031000,- Desperdícios da penteação de lã ou de pelos finos,51
51032000,- Outros desperdícios de lã ou de pelos finos,51
51033000,- Desperdícios de pelos grosseiros,51
51040000,Fiapos de lã ou de pelos finos ou grosseiros.,51
51051000,- Lã cardada,51
51052100,"-- ""Lã penteada a granel""",51
51052910,Tops,51
51052991,"De finura inferior a 22,5 micrômetros (mícrons)",51
51052999,Outras,51
51053100,-- De cabra de Caxemira,51
51053900,-- Outros,51
51054000,"- Pelos grosseiros, cardados ou penteados",51
51061000,"- Que contenham pelo menos 85 %, em peso, de lã",51
51062000,"- Que contenham menos de 85 %, em peso, de lã",51
51071011,"De dois cabos, de título inferior ou igual a 184,58 decitex por cabo",51
51071019,Outros,51
51071090,Outros,51
51072000,"- Que contenham menos de 85 %, em peso, de lã",51
51081000,- Cardados,51
51082000,- Penteados,51
51091000,"- Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos",51
51099000,- Outros,51
51100000,"Fios de pelos grosseiros ou de crina (incluindo os fios de crina revestidos por enrolamento), mesmo acondicionados para venda a retalho.",51
51111110,De lã,51
51111120,De pelos finos,51
51111900,-- Outros,51
51112000,"- Outros, combinados, principal ou unicamente, com filamentos sintéticos ou artificiais",51
51113010,"De lã, feltrados, com trama combinada exclusivamente com fibras sintéticas e urdidura exclusivamente de algodão, de peso igual ou superior a 600 g/m2, próprios para fabricação de bolas de tênis",51
51113090,Outros,51
51119000,- Outros,51
51121100,-- De peso não superior a 200 g/m2,51
51121910,De lã,51
51121920,De pelos finos,51
51122010,De lã,51
51122020,De pelos finos,51
51123010,De lã,51
51123020,De pelos finos,51
51129000,- Outros,51
51130011,"Que contenham pelo menos 85 %, em peso, de pelos grosseiros",51
51130012,"Que contenham menos de 85 %, em peso, de pelos grosseiros e que contenham algodão",51
51130013,"Que contenham menos de 85 %, em peso, de pelos grosseiros e que não contenham algodão",51
51130020,De crina,51
52010010,Não debulhado,52
52010020,Simplesmente debulhado,52
52010090,Outros,52
52021000,- Desperdícios de fios,52
52029100,-- Fiapos,52
52029900,-- Outros,52
52030000,Algodão cardado ou penteado.,52
52041111,De dois cabos,52
52041112,De três ou mais cabos,52
52041120,"De algodão cru, de título superior a 5.000 decitex por fio simples",52
52041131,De dois cabos,52
52041132,De três ou mais cabos,52
52041140,"De algodão branqueado ou colorido, de título superior a 5.000 decitex por fio simples",52
52041911,De dois cabos,52
52041912,De três ou mais cabos,52
52041920,"De algodão cru, de título superior a 5.000 decitex por fio simples",52
52041931,De dois cabos,52
52041932,De três ou mais cabos,52
52041940,"De algodão branqueado ou colorido, de título superior a 5.000 decitex por fio simples",52
52042000,- Acondicionadas para venda a retalho,52
52051100,"-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14)",52
