NCM,NCM_STR,NCM_DESCRICAO
54076900,54076900,-- Outros
54077100,54077100,-- Crus ou branqueados
54077200,54077200,-- Tintos
54077300,54077300,-- De fios de diversas cores
54077400,54077400,-- Estampados
54078100,54078100,-- Crus ou branqueados
54078200,54078200,-- Tintos
54078300,54078300,-- De fios de diversas cores
54078400,54078400,-- Estampados
54079100,54079100,-- Crus ou branqueados
54079200,54079200,-- Tintos
54079300,54079300,-- De fios de diversas cores
54079400,54079400,-- Estampados
54081000,54081000,"- Tecidos obtidos a partir de fios de alta tenacidade, de raiom viscose"
54082100,54082100,-- Crus ou branqueados
54082200,54082200,-- Tintos
54082300,54082300,-- De fios de diversas cores
54082400,54082400,-- Estampados
54083100,54083100,-- Crus ou branqueados
54083200,54083200,-- Tintos
54083300,54083300,-- De fios de diversas cores
54083400,54083400,-- Estampados
55011100,55011100,-- De aramidas
55011900,55011900,-- Outros
55012000,55012000,- De poliésteres
55013000,55013000,- Acrílicos ou modacrílicos
55014000,55014000,- De polipropileno
55019000,55019000,- Outros
55021000,55021000,- De acetato de celulose
55029010,55029010,De raiom viscose
55029090,55029090,Outros
55031100,55031100,-- De aramidas
55031910,55031910,"Bicomponentes, de diferentes pontos de fusão"
55031990,55031990,Outras
55032010,55032010,"Bicomponentes, de diferentes pontos de fusão"
55032090,55032090,Outras
55033000,55033000,- Acrílicas ou modacrílicas
55034000,55034000,- De polipropileno
55039010,55039010,"Bicomponentes, de diferentes pontos de fusão"
55039020,55039020,De poli(álcool vinílico)
55039090,55039090,Outras
55041000,55041000,- De raiom viscose
55049010,55049010,De liocel
55049090,55049090,Outras
55051000,55051000,- De fibras sintéticas
55052000,55052000,- De fibras artificiais
55061000,55061000,- De náilon ou de outras poliamidas
55062000,55062000,- De poliésteres
55063000,55063000,- Acrílicas ou modacrílicas
55064000,55064000,- De polipropileno
55069000,55069000,- Outras
55070000,55070000,"Fibras artificiais descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação."
55081000,55081000,- De fibras sintéticas descontínuas
55082000,55082000,- De fibras artificiais descontínuas
55091100,55091100,-- Simples
55091210,55091210,De aramidas
55091290,55091290,Outros
55092100,55092100,-- Simples
55092200,55092200,-- Retorcidos ou retorcidos múltiplos
55093100,55093100,-- Simples
55093200,55093200,-- Retorcidos ou retorcidos múltiplos
55094100,55094100,-- Simples
55094200,55094200,-- Retorcidos ou retorcidos múltiplos
55095100,55095100,"-- Combinadas, principal ou unicamente, com fibras artificiais descontínuas"
55095200,55095200,"-- Combinadas, principal ou unicamente, com lã ou pelos finos"
55095300,55095300,"-- Combinadas, principal ou unicamente, com algodão"
55095900,55095900,-- Outros
55096100,55096100,"-- Combinadas, principal ou unicamente, com lã ou pelos finos"
55096200,55096200,"-- Combinadas, principal ou unicamente, com algodão"
55096900,55096900,-- Outros
55099100,55099100,"-- Combinados, principal ou unicamente, com lã ou pelos finos"
55099200,55099200,"-- Combinados, principal ou unicamente, com algodão"
55099900,55099900,-- Outros
55101111,55101111,"De raiom viscose, exceto modal"
55101112,55101112,De modal
55101113,55101113,De liocel
55101119,55101119,Outros
55101190,55101190,Outros
55101211,55101211,"De raiom viscose, exceto modal"
55101212,55101212,De modal
55101213,55101213,De liocel
55101219,55101219,Outros
55101290,55101290,Outros
55102011,55102011,"De raiom viscose, exceto modal"
55102012,55102012,De modal
55102013,55102013,De liocel
55102019,55102019,Outros
55102090,55102090,Outros
55103011,55103011,"De raiom viscose, exceto modal"
55103012,55103012,De modal
55103013,55103013,De liocel
55103019,55103019,Outros
55103090,55103090,Outros
55109011,55109011,"De raiom viscose, exceto modal"
55109012,55109012,De modal
55109013,55109013,De liocel
55109019,55109019,Outros
55109090,55109090,Outros
55111000,55111000,"- De fibras sintéticas descontínuas, que contenham pelo menos 85 %, em peso, destas fibras"
55112000,55112000,"- De fibras sintéticas descontínuas, que contenham menos de 85 %, em peso, destas fibras"
55113000,55113000,- De fibras artificiais descontínuas
55121100,55121100,-- Crus ou branqueados
55121900,55121900,-- Outros
55122100,55122100,-- Crus ou branqueados
55122900,55122900,-- Outros
55129110,55129110,De aramidas
55129190,55129190,Outros
55129910,55129910,De aramidas
55129990,55129990,Outros
55131100,55131100,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
55131200,55131200,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura
não seja superior a 4"
55131300,55131300,-- Outros tecidos de fibras descontínuas de poliéster
55131900,55131900,-- Outros tecidos
55132100,55132100,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
55132310,55132310,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
55132390,55132390,Outros
55132900,55132900,-- Outros tecidos
55133100,55133100,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
55133911,55133911,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
55133919,55133919,Outros
55133990,55133990,Outros
55134100,55134100,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
55134911,55134911,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
55134919,55134919,Outros
55134990,55134990,Outros
55141100,55141100,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
55141200,55141200,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura
não seja superior a 4"
55141910,55141910,De fibras descontínuas de poliéster
55141990,55141990,Outros
55142100,55142100,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
55142200,55142200,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura
não seja superior a 4"
55142300,55142300,-- Outros tecidos de fibras descontínuas de poliéster
55142900,55142900,-- Outros tecidos
55143011,55143011,Em ponto de tafetá
55143012,55143012,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4"
55143019,55143019,Outros
55143090,55143090,Outros
55144100,55144100,"-- De fibras descontínuas de poliéster, em ponto de tafetá"
55144200,55144200,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura
não seja superior a 4"
55144300,55144300,-- Outros tecidos de fibras descontínuas de poliéster
55144900,55144900,-- Outros tecidos
55151100,55151100,"-- Combinadas, principal ou unicamente, com fibras descontínuas de raiom viscose"
55151200,55151200,"-- Combinadas, principal ou unicamente, com filamentos sintéticos ou artificiais"
55151300,55151300,"-- Combinadas, principal ou unicamente, com lã ou pelos finos"
55151900,55151900,-- Outros
55152100,55152100,"-- Combinadas, principal ou unicamente, com filamentos sintéticos ou artificiais"
55152200,55152200,"-- Combinadas, principal ou unicamente, com lã ou pelos finos"
55152900,55152900,-- Outros
55159100,55159100,"-- Combinados, principal ou unicamente, com filamentos sintéticos ou artificiais"
55159910,55159910,"Combinados, principal ou unicamente, com lã ou pelos finos"
55159990,55159990,Outros
55161100,55161100,-- Crus ou branqueados
55161200,55161200,-- Tintos
55161300,55161300,-- De fios de diversas cores
55161400,55161400,-- Estampados
55162100,55162100,-- Crus ou branqueados
55162200,55162200,-- Tintos
55162300,55162300,-- De fios de diversas cores
55162400,55162400,-- Estampados
55163100,55163100,-- Crus ou branqueados
55163200,55163200,-- Tintos
55163300,55163300,-- De fios de diversas cores
55163400,55163400,-- Estampados
55164100,55164100,-- Crus ou branqueados
55164200,55164200,-- Tintos
55164300,55164300,-- De fios de diversas cores
55164400,55164400,-- Estampados
55169100,55169100,-- Crus ou branqueados
55169200,55169200,-- Tintos
55169300,55169300,-- De fios de diversas cores
55169400,55169400,-- Estampados
56012110,56012110,Pastas (ouates)
56012190,56012190,Outros artigos de pastas (ouates)
56012211,56012211,De aramidas
56012219,56012219,Outras
56012291,56012291,Cilindros para filtros de cigarros
56012299,56012299,Outros
56012900,56012900,-- Outros
56013010,56013010,De aramidas
56013090,56013090,Outros
56021000,56021000,- Feltros agulhados e artigos obtidos por costura por entrelaçamento (cousus-tricotés)
56022100,56022100,-- De lã ou de pelos finos
56022900,56022900,-- De outras matérias têxteis
56029000,56029000,- Outros
56031110,56031110,De aramidas
56031120,56031120,De poliéster
56031130,56031130,De polipropileno
56031140,56031140,De raiom viscose
56031190,56031190,Outros
56031210,56031210,De polietileno de alta densidade
56031220,56031220,De aramidas
56031230,56031230,De poliéster
56031240,56031240,De polipropileno
56031250,56031250,De raiom viscose
56031290,56031290,Outros
56031310,56031310,De polietileno de alta densidade
56031320,56031320,De aramidas
56031330,56031330,De poliéster
56031340,56031340,De polipropileno
56031350,56031350,De raiom viscose
56031390,56031390,Outros
56031410,56031410,De aramidas
56031420,56031420,De poliéster
56031430,56031430,De polipropileno
56031440,56031440,De raiom viscose
56031490,56031490,Outros
56039110,56039110,De poliéster
56039120,56039120,De polipropileno
56039130,56039130,De raiom viscose
56039190,56039190,Outros
56039210,56039210,De polietileno de alta densidade
56039220,56039220,De poliéster
56039230,56039230,De polipropileno
56039240,56039240,De raiom viscose
56039290,56039290,Outros
56039310,56039310,De polietileno de alta densidade
56039320,56039320,De poliéster
56039330,56039330,De polipropileno
56039340,56039340,De raiom viscose
56039390,56039390,Outros
56039410,56039410,De poliéster
56039420,56039420,De polipropileno
56039430,56039430,De raiom viscose
56039490,56039490,Outros
56041000,56041000,"- Fios e cordas, de borracha, recobertos de têxteis"
56049010,56049010,Imitações de categute constituídas por fios de seda
56049021,56049021,Com borracha
56049022,56049022,Com plástico
56049090,56049090,Outros
56050010,56050010,Com metais preciosos
56050020,56050020,"Revestidos por enrolamento, exceto com metais preciosos"
56050090,56050090,Outros
56060000,56060000,"Fios revestidos por enrolamento, lâminas e formas semelhantes das posições 54.04 ou 54.05, revestidas
por enrolamento, exceto os da posição 56.05 e os fios de crina revestidos por enrolamento; fios de froco
(chenille); fios denominados ""de cadeia"" (chaînette)."
56072100,56072100,-- Cordéis para atadeiras ou enfardadeiras
56072900,56072900,-- Outros
56074100,56074100,-- Cordéis para atadeiras ou enfardadeiras
56074900,56074900,-- Outros
56075011,56075011,De náilon
56075019,56075019,Outros
56075090,56075090,Outros
56079010,56079010,De algodão
56079020,56079020,"De juta, inferior ao número métrico 0,75 por fio simples"
56079090,56079090,Outros
56081100,56081100,-- Redes confeccionadas para a pesca
56081900,56081900,-- Outras
56089000,56089000,- Outras
56090010,56090010,De algodão
56090090,56090090,Outros
57011011,57011011,Feitos à mão
57011012,57011012,Feitos a máquina
57011020,57011020,De pelos finos
57019000,57019000,- De outras matérias têxteis
57021000,57021000,"- Tapetes denominados Kelim ou Kilim, Schumacks ou Soumak, Karamanie e tapetes semelhantes tecidos à mão"
57022000,57022000,"- Revestimentos para pisos (pavimentos), de cairo (fibra de coco)"
57023100,57023100,-- De lã ou de pelos finos
57023200,57023200,-- De matérias têxteis sintéticas ou artificiais
57023900,57023900,-- De outras matérias têxteis
57024100,57024100,-- De lã ou de pelos finos
57024200,57024200,-- De matérias têxteis sintéticas ou artificiais
57024900,57024900,-- De outras matérias têxteis
57025010,57025010,De lã ou de pelos finos
57025020,57025020,De matérias têxteis sintéticas ou artificiais
57025090,57025090,Outros
57029100,57029100,-- De lã ou de pelos finos
57029200,57029200,-- De matérias têxteis sintéticas ou artificiais
57029900,57029900,-- De outras matérias têxteis
57031000,57031000,- De lã ou de pelos finos
57032100,57032100,-- Grama (relva)
57032900,57032900,-- Outros
57033100,57033100,-- Grama (relva)
57033900,57033900,-- Outros
57039000,57039000,- De outras matérias têxteis
57041000,57041000,"- ""Ladrilhos"" de área da superfície não superior a 0,3 m2"
57042000,57042000,"- ""Ladrilhos"" de área da superfície superior a 0,3 m2, mas não superior a 1 m2"
57049000,57049000,- Outros
57050000,57050000,"Outros tapetes e revestimentos para pisos (pavimentos), de matérias têxteis, mesmo confeccionados."
58011000,58011000,- De lã ou de pelos finos
58012100,58012100,"-- Veludos e pelúcias obtidos por trama, não cortados"
58012200,58012200,"-- Veludos e pelúcias obtidos por trama, cortados, canelados (côtelés)"
58012300,58012300,-- Outros veludos e pelúcias obtidos por trama
58012600,58012600,-- Tecidos de froco (chenille)
58012700,58012700,-- Veludos e pelúcias obtidos por urdidura
58013100,58013100,"-- Veludos e pelúcias obtidos por trama, não cortados"
58013200,58013200,"-- Veludos e pelúcias obtidos por trama, cortados, canelados (côtelés)"
58013300,58013300,-- Outros veludos e pelúcias obtidos por trama
58013600,58013600,-- Tecidos de froco (chenille)
58013700,58013700,-- Veludos e pelúcias obtidos por urdidura
58019000,58019000,- De outras matérias têxteis
58021000,58021000,"- Tecidos atoalhados (turcos), de algodão"
58022000,58022000,"- Tecidos atoalhados (turcos), de outras matérias têxteis"
58023000,58023000,- Tecidos tufados
58030010,58030010,De algodão
58030090,58030090,Outros
58041010,58041010,De algodão
58041090,58041090,Outros
58042100,58042100,-- De fibras sintéticas ou artificiais
58042910,58042910,De algodão
58042990,58042990,Outras
58043010,58043010,De algodão
58043090,58043090,Outras
58050010,58050010,De algodão
58050020,58050020,De fibras sintéticas ou artificiais
58050090,58050090,De outras matérias têxteis
58061000,58061000,"- Fitas de veludo, de pelúcias, de tecidos de froco (chenille) ou de tecidos atoalhados (turcos)"
58062000,58062000,"- Outras fitas que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha"
58063100,58063100,-- De algodão
58063200,58063200,-- De fibras sintéticas ou artificiais
58063900,58063900,-- De outras matérias têxteis
58064000,58064000,"- Fitas sem trama, de fios ou fibras paralelizados e colados (bolducs)"
58071000,58071000,- Tecidos
58079000,58079000,- Outros
58081000,58081000,- Tranças em peça
58089000,58089000,- Outros
58090000,58090000,"Tecidos de fios de metal e tecidos de fios metálicos ou de fios têxteis metalizados da posição 56.05, do tipo utilizado em vestuário, para guarnição de interiores ou usos semelhantes, não especificados nem compreendidos noutras posições."
58101000,58101000,- Bordados químicos ou aéreos e bordados com fundo recortado
58109100,58109100,-- De algodão
58109200,58109200,-- De fibras sintéticas ou artificiais
58109900,58109900,-- De outras matérias têxteis
58110000,58110000,"Artigos têxteis acolchoados em peça, constituídos por uma ou mais camadas de matérias têxteis associadas a uma matéria de enchimento ou estofamento, acolchoados por qualquer processo, exceto os bordados da posição 58.10."
59011000,59011000,"- Tecidos revestidos de cola ou de matérias amiláceas, do tipo utilizado na encadernação, cartonagem ou usos semelhantes"
59019000,59019000,- Outros
59021010,59021010,"Impregnadas, recobertas ou revestidas com borracha"
59021090,59021090,Outras
59022000,59022000,- De poliésteres
59029000,59029000,- Outras
59031000,59031000,- Com poli(cloreto de vinila)
59032000,59032000,- Com poliuretano
59039000,59039000,- Outros
59041000,59041000,- Linóleos
59049000,59049000,- Outros
59050000,59050000,"Revestimentos para paredes, de matérias têxteis."
59061000,59061000,- Fitas adesivas de largura não superior a 20 cm
59069100,59069100,-- De malha
59069900,59069900,-- Outros
59070000,59070000,"Outros tecidos impregnados, revestidos ou recobertos; telas pintadas para cenários teatrais, para fundos de estúdio ou para usos semelhantes."
59080000,59080000,"Mechas de matérias têxteis, tecidas, entrançadas ou tricotadas, para candeeiros, fogareiros, isqueiros, velas e semelhantes; camisas de incandescência e tecidos tubulares tricotados para a sua fabricação, mesmo impregnados."
59090000,59090000,"Mangueiras e tubos semelhantes, de matérias têxteis, mesmo com reforço ou acessórios de outras matérias."
59100000,59100000,"Correias transportadoras ou de transmissão, de matérias têxteis, mesmo impregnadas, revestidas ou recobertas, de plástico, ou estratificadas com plástico ou reforçadas com metal ou com outras matérias."
59111000,59111000,"- Tecidos, feltros e tecidos forrados de feltro, combinados com uma ou mais camadas de borracha, couro ou de outras matérias, do tipo utilizado na fabricação de guarnições de cardas, e produtos análogos para outros usos técnicos, incluindo as fitas de veludo, impregnadas de borracha, para recobrimento de cilindros de teares"
59112010,59112010,"De matéria têxtil sintética ou artificial, em peça"
59112090,59112090,Outras
59113100,59113100,-- De peso inferior a 650 g/m2
59113200,59113200,-- De peso igual ou superior a 650 g/m2
59114000,59114000,"- Tecidos filtrantes e tecidos espessos, do tipo utilizado em prensas de óleo ou outros usos técnicos análogos, incluindo os de cabelo"
59119000,59119000,- Outros
60011010,60011010,De algodão
60011020,60011020,De fibras sintéticas ou artificiais
60011090,60011090,De outras matérias têxteis
60012100,60012100,-- De algodão
60012200,60012200,-- De fibras sintéticas ou artificiais
60012900,60012900,-- De outras matérias têxteis
60019100,60019100,-- De algodão
60019200,60019200,-- De fibras sintéticas ou artificiais
60019900,60019900,-- De outras matérias têxteis
60024010,60024010,De algodão
60024020,60024020,De fibras sintéticas ou artificiais
60024090,60024090,De outras matérias têxteis
60029010,60029010,De algodão
60029020,60029020,De fibras sintéticas ou artificiais
60029090,60029090,De outras matérias têxteis
60031000,60031000,- De lã ou de pelos finos
60032000,60032000,- De algodão
60033000,60033000,- De fibras sintéticas
60034000,60034000,- De fibras artificiais
60039000,60039000,- Outros
60041011,60041011,Crus ou branqueados
60041012,60041012,Tintos
60041013,60041013,De fios de diversas cores
60041014,60041014,Estampados
60041031,60041031,Crus ou branqueados
60041032,60041032,Tintos
60041033,60041033,De fios de diversas cores
60041034,60041034,Estampados
60041041,60041041,Crus ou branqueados
60041042,60041042,Tintos
60041043,60041043,De fios de diversas cores
60041044,60041044,Estampados
60041091,60041091,Crus ou branqueados
60041092,60041092,Tintos
60041093,60041093,De fios de diversas cores
60041094,60041094,Estampados
60049010,60049010,De algodão
60049030,60049030,De fibras sintéticas
60049040,60049040,De fibras artificiais
60049090,60049090,De outras matérias têxteis
60052100,60052100,-- Crus ou branqueados
60052200,60052200,-- Tintos
60052300,60052300,-- De fios de diversas cores
60052400,60052400,-- Estampados
60053500,60053500,-- Tecidos mencionados na Nota de subposição 1 do presente Capítulo
60053600,60053600,"-- Outros, crus ou branqueados"
60053700,60053700,"-- Outros, tintos"
60053800,60053800,"-- Outros, de fios de diversas cores"
60053900,60053900,"-- Outros, estampados"
60054100,60054100,-- Crus ou branqueados
60054200,60054200,-- Tintos
60054300,60054300,-- De fios de diversas cores
60054400,60054400,-- Estampados
60059010,60059010,De lã ou de pelos finos
60059090,60059090,Outros
60061000,60061000,- De lã ou de pelos finos
60062100,60062100,-- Crus ou branqueados
60062200,60062200,-- Tintos
60062300,60062300,-- De fios de diversas cores
60062400,60062400,-- Estampados
60063110,60063110,De náilon ou de outras poliamidas
60063120,60063120,De poliésteres
60063130,60063130,Acrílicos ou modacrílicos
60063190,60063190,Outros
60063210,60063210,De náilon ou de outras poliamidas
60063220,60063220,De poliésteres
60063230,60063230,Acrílicos ou modacrílicos
60063290,60063290,Outros
60063310,60063310,De náilon ou de outras poliamidas
60063320,60063320,De poliésteres
60063330,60063330,Acrílicos ou modacrílicos
60063390,60063390,Outros
60063410,60063410,De náilon ou de outras poliamidas
60063420,60063420,De poliésteres
60063430,60063430,Acrílicos ou modacrílicos
60063490,60063490,Outros
60064100,60064100,-- Crus ou branqueados
60064200,60064200,-- Tintos
60064300,60064300,-- De fios de diversas cores
60064400,60064400,-- Estampados
60069000,60069000,- Outros
61012000,61012000,- De algodão
61013000,61013000,- De fibras sintéticas ou artificiais
61019010,61019010,De lã ou de pelos finos
61019090,61019090,Outros
61021000,61021000,- De lã ou de pelos finos
61022000,61022000,- De algodão
61023000,61023000,- De fibras sintéticas ou artificiais
61029000,61029000,- De outras matérias têxteis
61031010,61031010,De lã ou de pelos finos
61031020,61031020,De fibras sintéticas
61031090,61031090,De outras matérias têxteis
61032200,61032200,-- De algodão
61032300,61032300,-- De fibras sintéticas
61032910,61032910,De lã ou de pelos finos
61032990,61032990,Outros
61033100,61033100,-- De lã ou de pelos finos
61033200,61033200,-- De algodão
61033300,61033300,-- De fibras sintéticas
61033900,61033900,-- De outras matérias têxteis
61034100,61034100,-- De lã ou de pelos finos
61034200,61034200,-- De algodão
61034300,61034300,-- De fibras sintéticas
61034900,61034900,-- De outras matérias têxteis
61041300,61041300,-- De fibras sintéticas
61041910,61041910,De lã ou de pelos finos
61041920,61041920,De algodão
61041990,61041990,De outras matérias têxteis
61042200,61042200,-- De algodão
61042300,61042300,-- De fibras sintéticas
61042910,61042910,De lã ou de pelos finos
61042990,61042990,Outros
61043100,61043100,-- De lã ou de pelos finos
61043200,61043200,-- De algodão
61043300,61043300,-- De fibras sintéticas
61043900,61043900,-- De outras matérias têxteis
61044100,61044100,-- De lã ou de pelos finos
61044200,61044200,-- De algodão
61044300,61044300,-- De fibras sintéticas
61044400,61044400,-- De fibras artificiais
61044900,61044900,-- De outras matérias têxteis
61045100,61045100,-- De lã ou de pelos finos
61045200,61045200,-- De algodão
61045300,61045300,-- De fibras sintéticas
61045900,61045900,-- De outras matérias têxteis
61046100,61046100,-- De lã ou de pelos finos
61046200,61046200,-- De algodão
61046300,61046300,-- De fibras sintéticas
61046900,61046900,-- De outras matérias têxteis
61051000,61051000,- De algodão
61052000,61052000,- De fibras sintéticas ou artificiais
61059000,61059000,- De outras matérias têxteis
61061000,61061000,- De algodão
61062000,61062000,- De fibras sintéticas ou artificiais
61069000,61069000,- De outras matérias têxteis
61071100,61071100,-- De algodão
61071200,61071200,-- De fibras sintéticas ou artificiais
61071900,61071900,-- De outras matérias têxteis
61072100,61072100,-- De algodão
61072200,61072200,-- De fibras sintéticas ou artificiais
61072900,61072900,-- De outras matérias têxteis
61079100,61079100,-- De algodão
61079910,61079910,De fibras sintéticas ou artificiais
61079990,61079990,Outros
61081100,61081100,-- De fibras sintéticas ou artificiais
61081900,61081900,-- De outras matérias têxteis
61082100,61082100,-- De algodão
61082200,61082200,-- De fibras sintéticas ou artificiais
61082900,61082900,-- De outras matérias têxteis
61083100,61083100,-- De algodão
61083200,61083200,-- De fibras sintéticas ou artificiais
61083900,61083900,-- De outras matérias têxteis
61089100,61089100,-- De algodão
61089200,61089200,-- De fibras sintéticas ou artificiais
61089900,61089900,-- De outras matérias têxteis
61091000,61091000,- De algodão
61099000,61099000,- De outras matérias têxteis
61101100,61101100,-- De lã
61101200,61101200,-- De cabra de Caxemira
61101900,61101900,-- Outros
61102000,61102000,- De algodão
61103000,61103000,- De fibras sintéticas ou artificiais
61109000,61109000,- De outras matérias têxteis
61112000,61112000,- De algodão
61113000,61113000,- De fibras sintéticas
61119010,61119010,De lã ou de pelos finos
61119090,61119090,Outros
61121100,61121100,-- De algodão
61121200,61121200,-- De fibras sintéticas
61121900,61121900,-- De outras matérias têxteis
61122000,61122000,"- Macacões (Fatos-macacos*) e conjuntos, de esqui"
61123100,61123100,-- De fibras sintéticas
61123900,61123900,-- De outras matérias têxteis
61124100,61124100,-- De fibras sintéticas
61124900,61124900,-- De outras matérias têxteis
61130000,61130000,"Vestuário confeccionado com tecidos de malha das posições 59.03, 59.06 ou 59.07."
61142000,61142000,- De algodão
61143000,61143000,- De fibras sintéticas ou artificiais
61149010,61149010,De lã ou de pelos finos
61149090,61149090,Outros
61151011,61151011,"De fibras sintéticas, de título inferior a 67 decitex por fio simples"
61151012,61151012,"De fibras sintéticas, de título igual ou superior a 67 decitex por fio simples"
61151013,61151013,De lã ou de pelos finos
61151014,61151014,De algodão
61151019,61151019,De outras matérias têxteis
61151021,61151021,De fibras sintéticas ou artificiais
61151022,61151022,De algodão
61151029,61151029,De outras matérias têxteis
61151091,61151091,De lã ou de pelos finos
61151092,61151092,De algodão
61151093,61151093,De fibras sintéticas
61151099,61151099,De outras matérias têxteis
61152100,61152100,"-- De fibras sintéticas, de título inferior a 67 decitex por fio simples"
61152200,61152200,"-- De fibras sintéticas, de título igual ou superior a 67 decitex por fio simples"
61152910,61152910,De lã ou de pelos finos
61152920,61152920,De algodão
61152990,61152990,Outras
61153010,61153010,De fibras sintéticas ou artificiais
61153020,61153020,De algodão
61153090,61153090,De outras matérias têxteis
61159400,61159400,-- De lã ou de pelos finos
61159500,61159500,-- De algodão
61159600,61159600,-- De fibras sintéticas
61159900,61159900,-- De outras matérias têxteis
61161000,61161000,"- Impregnadas, revestidas, recobertas ou estratificadas, de plástico ou de borracha"
61169100,61169100,-- De lã ou de pelos finos
61169200,61169200,-- De algodão
61169300,61169300,-- De fibras sintéticas
61169900,61169900,-- De outras matérias têxteis
61171000,61171000,"- Xales, echarpes, lenços de pescoço, cachenês, cachecóis, mantilhas, véus e semelhantes"
61178010,61178010,"Gravatas, gravatas-borboletas e plastrons"
61178090,61178090,Outros
61179000,61179000,- Partes
62012000,62012000,- De lã ou de pelos finos
62013000,62013000,- De algodão
62014000,62014000,- De fibras sintéticas ou artificiais
62019000,62019000,- De outras matérias têxteis
62022000,62022000,- De lã ou de pelos finos
62023000,62023000,- De algodão
62024000,62024000,- De fibras sintéticas ou artificiais
62029000,62029000,- De outras matérias têxteis
62031100,62031100,-- De lã ou de pelos finos
62031200,62031200,-- De fibras sintéticas
62031900,62031900,-- De outras matérias têxteis
62032200,62032200,-- De algodão
62032300,62032300,-- De fibras sintéticas
62032910,62032910,De lã ou de pelos finos
62032990,62032990,Outros
62033100,62033100,-- De lã ou de pelos finos
62033200,62033200,-- De algodão
62033300,62033300,-- De fibras sintéticas
62033900,62033900,-- De outras matérias têxteis
62034100,62034100,-- De lã ou de pelos finos
62034200,62034200,-- De algodão
62034300,62034300,-- De fibras sintéticas
62034900,62034900,-- De outras matérias têxteis
62041100,62041100,-- De lã ou de pelos finos
62041200,62041200,-- De algodão
62041300,62041300,-- De fibras sintéticas
62041900,62041900,-- De outras matérias têxteis
62042100,62042100,-- De lã ou de pelos finos
62042200,62042200,-- De algodão
62042300,62042300,-- De fibras sintéticas
62042900,62042900,-- De outras matérias têxteis
62043100,62043100,-- De lã ou de pelos finos
62043200,62043200,-- De algodão
62043300,62043300,-- De fibras sintéticas
62043900,62043900,-- De outras matérias têxteis
62044100,62044100,-- De lã ou de pelos finos
62044200,62044200,-- De algodão
62044300,62044300,-- De fibras sintéticas
62044400,62044400,-- De fibras artificiais
62044900,62044900,-- De outras matérias têxteis
62045100,62045100,-- De lã ou de pelos finos
62045200,62045200,-- De algodão
62045300,62045300,-- De fibras sintéticas
62045900,62045900,-- De outras matérias têxteis
62046100,62046100,-- De lã ou de pelos finos
62046200,62046200,-- De algodão
62046300,62046300,-- De fibras sintéticas
62046900,62046900,-- De outras matérias têxteis
62052000,62052000,- De algodão
62053000,62053000,- De fibras sintéticas ou artificiais
62059010,62059010,De lã ou de pelos finos
62059090,62059090,Outras
62061000,62061000,- De seda ou de desperdícios de seda
62062000,62062000,- De lã ou de pelos finos
62063000,62063000,- De algodão
62064000,62064000,- De fibras sintéticas ou artificiais
62069000,62069000,- De outras matérias têxteis
62071100,62071100,-- De algodão
62071900,62071900,-- De outras matérias têxteis
62072100,62072100,-- De algodão
62072200,62072200,-- De fibras sintéticas ou artificiais
62072900,62072900,-- De outras matérias têxteis
62079100,62079100,-- De algodão
62079910,62079910,De fibras sintéticas ou artificiais
62079990,62079990,Outros
62081100,62081100,-- De fibras sintéticas ou artificiais
62081900,62081900,-- De outras matérias têxteis
62082100,62082100,-- De algodão
62082200,62082200,-- De fibras sintéticas ou artificiais
62082900,62082900,-- De outras matérias têxteis
62089100,62089100,-- De algodão
62089200,62089200,-- De fibras sintéticas ou artificiais
62089900,62089900,-- De outras matérias têxteis
62092000,62092000,- De algodão
62093000,62093000,- De fibras sintéticas
62099010,62099010,De lã ou de pelos finos
62099090,62099090,Outras
62101000,62101000,- Com as matérias das posições 56.02 ou 56.03
62102000,62102000,"- Outro vestuário, do tipo abrangido pela posição 62.01"
62103000,62103000,"- Outro vestuário, do tipo abrangido pela posição 62.02"
62104000,62104000,- Outro vestuário de uso masculino
62105000,62105000,- Outro vestuário de uso feminino
62111100,62111100,-- De uso masculino
62111200,62111200,-- De uso feminino
62112000,62112000,"- Macacões (Fatos-macacos*) e conjuntos, de esqui"
62113200,62113200,-- De algodão
62113300,62113300,-- De fibras sintéticas ou artificiais
62113910,62113910,De lã ou de pelos finos
