NCM,NCM_DESCRICAO,POSICAO
48119019,Outros,4811
48119020,"Outros, impregnados e revestidos em ambas as faces com látex numa proporção total, em peso, igual ou superior a 15 %, de peso igual ou superior a 105 g/m², mas não superior a 135 g/m², do tipo utilizado como suporte para fabricação de abrasivos (lixas), em rolos",4811
48119090,Outros,4811
48120000,"Blocos e chapas, filtrantes, de pasta de papel.",4812
48131000,- Em cadernos ou em tubos,4813
48132000,- Em rolos de largura não superior a 5 cm,4813
48139000,- Outros,4813
48142000,"- Papel de parede e revestimentos para parede semelhantes, constituídos por papel revestido ou recoberto, no lado da face, por uma camada de plástico granida, gofrada, colorida, impressa com desenhos ou decorada de qualquer outra forma",4814
48149000,- Outros,4814
48162000,- Papel autocopiativo,4816
48169010,Papel-carbono e semelhantes,4816
48169090,Outros,4816
48171000,- Envelopes,4817
48172000,"- Aerogramas, cartões-postais não ilustrados e cartões para correspondência",4817
48173000,"- Caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência",4817
48181000,- Papel higiênico,4818
48182000,"- Lenços, lenços (toalhitas) demaquilantes e toalhas de mão",4818
48183000,- Toalhas de mesa e guardanapos,4818
48185000,- Vestuário e seus acessórios,4818
48189010,Almofadas absorventes do tipo utilizado em embalagens de produtos alimentícios,4818
48189090,Outros,4818
48191000,"- Caixas de papel ou cartão, ondulados (canelados*)",4819
48192000,"- Caixas e cartonagens, dobráveis, de papel ou cartão, não ondulados (canelados*)",4819
48193000,- Sacos cuja base tenha largura igual ou superior a 40 cm,4819
48194000,- Outros sacos; bolsas e cartuchos,4819
48195000,"- Outras embalagens, incluindo as capas para discos",4819
48196000,"- Cartonagens para escritórios, lojas e estabelecimentos semelhantes",4819
48201000,"- Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes",4820
48202000,- Cadernos,4820
48203000,"- Classificadores, encadernações (exceto as capas para livros) e capas de processos",4820
48204000,"- Formulários em blocos de papel múltiplas vias, mesmo com folhas intercaladas de papel-carbono (papel químico)",4820
48205000,- Álbuns para amostras ou para coleções,4820
48209000,- Outros,4820
48211000,- Impressas,4821
48219000,- Outras,4821
48221000,- Do tipo utilizado para enrolamento de fios têxteis,4822
48229000,- Outros,4822
48232010,"De peso superior a 15 g/m2, mas não superior a 25 g/m2, com um conteúdo de fibras sintéticas termossoldáveis igual ou superior a 20 %, mas não superior a 30 %, em peso, do conteúdo total de fibras",4823
48232091,"Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm",4823
48232099,Outros,4823
48234000,"- Papel-diagrama para aparelhos registradores, em bobinas, em folhas ou em discos",4823
48236100,-- De bambu,4823
48236900,-- Outros,4823
48237000,"- Artigos moldados ou prensados, de pasta de papel",4823
48239010,Cartões perfurados para mecanismos Jacquard,4823
48239020,De rigidez dielétrica igual ou superior a 600 V (método ASTM D 202 ou equivalente) e de peso inferior ou igual a 60 g/m2,4823
48239091,"Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm",4823
48239099,Outros,4823
49011000,"- Em folhas soltas, mesmo dobradas",4901
49019100,"-- Dicionários e enciclopédias, mesmo em fascículos",4901
49019900,-- Outros,4901
49021000,- Que se publiquem pelo menos quatro vezes por semana,4902
49021000,Com publicidade,4902
49029000,- Outros,4902
49029000,Com publicidade,4902
49030000,"Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças.",4903
49040000,"Música manuscrita ou impressa, ilustrada ou não, mesmo encadernada.",4904
49052000,- Sob a forma de livros ou brochuras,4905
49059000,- Outras,4905
49060000,"Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos à mão; textos manuscritos; reproduções fotográficas em papel sensibilizado e cópias a papel-carbono (papel químico) dos planos, plantas, desenhos ou textos acima referidos.",4906
49070010,Notas (papéis-moeda),4907
49070020,Cheques de viagem,4907
49070030,"Títulos de ações ou de obrigações e títulos semelhantes, convalidados e firmados",4907
49070090,Outros,4907
49081000,- Decalcomanias vitrificáveis,4908
49089000,- Outras,4908
49090000,"Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo
ilustrados, mesmo com envelopes, guarnições ou aplicações.",4909
49100000,"Calendários de qualquer espécie, impressos, incluindo os blocos-calendários para desfolhar.",4910
49111010,"Que contenham informações relativas ao funcionamento, manutenção, reparo ou utilização de máquinas, aparelhos, veículos e outras mercadorias de origem extrazona",4911
49111090,Outros,4911
49119100,"-- Estampas, gravuras e fotografias",4911
49119100,Fotografias tiradas diretamente,4911
49119900,-- Outros,4911
49119900,"Textos manuscritos ou datilografados, e suas cópias obtidas por meio de papel carbono ou fotocópia",4911
50010000,Casulos de bicho-da-seda próprios para dobar.,5001
50020000,Seda crua (não fiada).,5002
50030010,Não cardados nem penteados,5003
50030090,Outros,5003
50040000,Fios de seda (exceto fios de desperdícios de seda) não acondicionados para venda a retalho.,5004
50050000,"Fios de desperdícios de seda, não acondicionados para venda a retalho.",5005
50060000,"Fios de seda ou de desperdícios de seda, acondicionados para venda a retalho; pelo de Messina (crina de Florença).",5006
50071010,"Estampados, tintos ou de fios de diversas cores",5007
50071090,Outros,5007
50072010,"Estampados, tintos ou de fios de diversas cores",5007
50072090,Outros,5007
50079000,- Outros tecidos,5007
51011110,"De finura igual ou superior 22,05 micrômetros (mícrons), mas inferior ou igual a 32,6 micrômetros (mícrons)",5101
51011190,Outra,5101
51011900,-- Outra,5101
51012100,-- Lã de tosquia,5101
51012900,-- Outra,5101
51013000,- Carbonizada,5101
51021100,-- De cabra de Caxemira,5102
51021900,-- Outros,5102
51022000,- Pelos grosseiros,5102
51031000,- Desperdícios da penteação de lã ou de pelos finos,5103
51032000,- Outros desperdícios de lã ou de pelos finos,5103
51033000,- Desperdícios de pelos grosseiros,5103
51040000,Fiapos de lã ou de pelos finos ou grosseiros.,5104
51051000,- Lã cardada,5105
51052100,"-- ""Lã penteada a granel""",5105
51052910,Tops,5105
51052991,"De finura inferior a 22,5 micrômetros (mícrons)",5105
51052999,Outras,5105
51053100,-- De cabra de Caxemira,5105
51053900,-- Outros,5105
51054000,"- Pelos grosseiros, cardados ou penteados",5105
51061000,"- Que contenham pelo menos 85 %, em peso, de lã",5106
51062000,"- Que contenham menos de 85 %, em peso, de lã",5106
51071011,"De dois cabos, de título inferior ou igual a 184,58 decitex por cabo",5107
51071019,Outros,5107
51071090,Outros,5107
51072000,"- Que contenham menos de 85 %, em peso, de lã",5107
51081000,- Cardados,5108
51082000,- Penteados,5108
51091000,"- Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos",5109
51099000,- Outros,5109
51100000,"Fios de pelos grosseiros ou de crina (incluindo os fios de crina revestidos por enrolamento), mesmo acondicionados para venda a retalho.",5110
51111110,De lã,5111
51111120,De pelos finos,5111
51111900,-- Outros,5111
51112000,"- Outros, combinados, principal ou unicamente, com filamentos sintéticos ou artificiais",5111
51113010,"De lã, feltrados, com trama combinada exclusivamente com fibras sintéticas e urdidura exclusivamente de algodão, de peso igual ou superior a 600 g/m2, próprios para fabricação de bolas de tênis",5111
51113090,Outros,5111
51119000,- Outros,5111
51121100,-- De peso não superior a 200 g/m2,5112
51121910,De lã,5112
51121920,De pelos finos,5112
51122010,De lã,5112
51122020,De pelos finos,5112
51123010,De lã,5112
51123020,De pelos finos,5112
51129000,- Outros,5112
51130011,"Que contenham pelo menos 85 %, em peso, de pelos grosseiros",5113
51130012,"Que contenham menos de 85 %, em peso, de pelos grosseiros e que contenham algodão",5113
51130013,"Que contenham menos de 85 %, em peso, de pelos grosseiros e que não contenham algodão",5113
51130020,De crina,5113
52010010,Não debulhado,5201
52010020,Simplesmente debulhado,5201
52010090,Outros,5201
52021000,- Desperdícios de fios,5202
52029100,-- Fiapos,5202
52029900,-- Outros,5202
52030000,Algodão cardado ou penteado.,5203
52041111,De dois cabos,5204
52041112,De três ou mais cabos,5204
52041120,"De algodão cru, de título superior a 5.000 decitex por fio simples",5204
52041131,De dois cabos,5204
52041132,De três ou mais cabos,5204
52041140,"De algodão branqueado ou colorido, de título superior a 5.000 decitex por fio simples",5204
52041911,De dois cabos,5204
52041912,De três ou mais cabos,5204
52041920,"De algodão cru, de título superior a 5.000 decitex por fio simples",5204
52041931,De dois cabos,5204
52041932,De três ou mais cabos,5204
52041940,"De algodão branqueado ou colorido, de título superior a 5.000 decitex por fio simples",5204
52042000,- Acondicionadas para venda a retalho,5204
52051100,"-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14)",5205
52051200,"-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex (número métrico superior a 14, mas não superior a 43)",5205
52051310,Crus,5205
52051390,Outros,5205
52051400,"-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex (número métrico superior a 52, mas não superior a 80)",5205
52051500,-- De título inferior a 125 decitex (número métrico superior a 80),5205
52052100,"-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14)",5205
52052200,"-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex (número métrico superior a 14, mas não superior a 43)",5205
52052310,Crus,5205
52052390,Outros,5205
52052400,"-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex (número métrico superior a 52, mas não superior a 80)",5205
52052600,"-- De título inferior a 125 decitex, mas não inferior a 106,38 decitex (número métrico superior a 80, mas não superior a 94)",5205
52052700,"-- De título inferior a 106,38 decitex, mas não inferior a 83,33 decitex (número métrico superior a 94, mas não superior a 120)",5205
52052800,"-- De título inferior a 83,33 decitex (número métrico superior a 120)",5205
52053100,"-- De título igual ou superior a 714,29 decitex por fio simples (número métrico não superior a 14, por fio simples)",5205
52053200,"-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex por fio simples (número métrico superior a 14, mas não superior a 43, por fio simples)",5205
52053300,"-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex por fio simples (número métrico superior a 43, mas não superior a 52, por fio simples)",5205
52053400,"-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex por fio simples (número métrico superior a 52, mas não superior a 80, por fio simples)",5205
52053500,"-- De título inferior a 125 decitex por fio simples (número métrico superior a 80, por fio simples)",5205
52054100,"-- De título igual ou superior a 714,29 decitex por fio simples (número métrico não superior a 14, por fio simples)",5205
52054200,"-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex por fio simples (número métrico superior a 14, mas não superior a 43, por fio simples)",5205
52054300,"-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex por fio simples (número métrico superior a 43, mas não superior a 52, por fio simples)",5205
52054400,"-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex por fio simples (número métrico superior a 52, mas não superior a 80, por fio simples)",5205
52054600,"-- De título inferior a 125 decitex, mas não inferior a 106,38 decitex por fio simples (número métrico superior a 80, mas não superior a 94, por fio simples)",5205
52054700,"-- De título inferior a 106,38 decitex, mas não inferior a 83,33 decitex por fio simples (número métrico superior a 94, mas não superior a 120, por fio simples)",5205
52054800,"-- De título inferior a 83,33 decitex por fio simples (número métrico superior a 120, por fio simples)",5205
52061100,"-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14)",5206
52061200,"-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex (número métrico superior a 14, mas não superior a 43)",5206
52061300,"-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex (número métrico superior a 43, mas não superior a 52)",5206
52061400,"-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex (número métrico superior a 52, mas não superior a 80)",5206
52061500,-- De título inferior a 125 decitex (número métrico superior a 80),5206
52062100,"-- De título igual ou superior a 714,29 decitex (número métrico não superior a 14)",5206
52062200,"-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex (número métrico superior a 14, mas não superior a 43)",5206
52062300,"-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex (número métrico superior a 43, mas não superior a 52)",5206
52062400,"-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex (número métrico superior a 52, mas não superior a 80)",5206
52062500,-- De título inferior a 125 decitex (número métrico superior a 80),5206
52063100,"-- De título igual ou superior a 714,29 decitex por fio simples (número métrico não superior a 14, por fio simples)",5206
52063200,"-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex por fio simples (número métrico superior a 14, mas não superior a 43, por fio simples)",5206
52063300,"-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex por fio simples (número métrico superior a 43, mas não superior a 52, por fio simples)",5206
52063400,"-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex por fio simples (número métrico superior a 52, mas não superior a 80, por fio simples)",5206
52063500,"-- De título inferior a 125 decitex por fio simples (número métrico superior a 80, por fio simples)",5206
52064100,"-- De título igual ou superior a 714,29 decitex por fio simples (número métrico não superior a 14, por fio simples)",5206
52064200,"-- De título inferior a 714,29 decitex, mas não inferior a 232,56 decitex por fio simples (número métrico superior a 14, mas não superior a 43, por fio simples)",5206
52064300,"-- De título inferior a 232,56 decitex, mas não inferior a 192,31 decitex por fio simples (número métrico superior a 43, mas não superior a 52, por fio simples)",5206
52064400,"-- De título inferior a 192,31 decitex, mas não inferior a 125 decitex por fio simples (número métrico superior a 52, mas não superior a 80, por fio simples)",5206
52064500,"-- De título inferior a 125 decitex por fio simples (número métrico superior a 80, por fio simples)",5206
52071000,"- Que contenham pelo menos 85 %, em peso, de algodão",5207
52079000,- Outros,5207
52081100,"-- Em ponto de tafetá, de peso não superior a 100 g/m2",5208
52081200,"-- Em ponto de tafetá, de peso superior a 100 g/m2",5208
52081300,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5208
52081900,-- Outros tecidos,5208
52082100,"-- Em ponto de tafetá, de peso não superior a 100 g/m2",5208
52082200,"-- Em ponto de tafetá, de peso superior a 100 g/m2",5208
52082300,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5208
52082900,-- Outros tecidos,5208
52083100,"-- Em ponto de tafetá, de peso não superior a 100 g/m2",5208
52083200,"-- Em ponto de tafetá, de peso superior a 100 g/m2",5208
52083300,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5208
52083900,-- Outros tecidos,5208
52084100,"-- Em ponto de tafetá, de peso não superior a 100 g/m2",5208
52084200,"-- Em ponto de tafetá, de peso superior a 100 g/m2",5208
52084300,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5208
52084900,-- Outros tecidos,5208
52085100,"-- Em ponto de tafetá, de peso não superior a 100 g/m2",5208
52085200,"-- Em ponto de tafetá, de peso superior a 100 g/m2",5208
52085910,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5208
52085990,Outros,5208
52091100,-- Em ponto de tafetá,5209
52091200,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5209
52091900,-- Outros tecidos,5209
52092100,-- Em ponto de tafetá,5209
52092200,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5209
52092900,-- Outros tecidos,5209
52093100,-- Em ponto de tafetá,5209
52093200,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5209
52093900,-- Outros tecidos,5209
52094100,-- Em ponto de tafetá,5209
52094210,Com fios tintos em indigo blue segundo Color Index 73000,5209
52094290,Outros,5209
52094300,"-- Outros tecidos em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5209
52094900,-- Outros tecidos,5209
52095100,-- Em ponto de tafetá,5209
52095200,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5209
52095900,-- Outros tecidos,5209
52101100,-- Em ponto de tafetá,5210
52101910,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5210
52101990,Outros,5210
52102100,-- Em ponto de tafetá,5210
52102910,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5210
52102990,Outros,5210
52103100,-- Em ponto de tafetá,5210
52103200,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5210
52103900,-- Outros tecidos,5210
52104100,-- Em ponto de tafetá,5210
52104910,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5210
52104990,Outros,5210
52105100,-- Em ponto de tafetá,5210
52105910,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5210
52105990,Outros,5210
52111100,-- Em ponto de tafetá,5211
52111200,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5211
52111900,-- Outros tecidos,5211
52112010,Em ponto de tafetá,5211
52112020,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5211
52112090,Outros,5211
52113100,-- Em ponto de tafetá,5211
52113200,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5211
52113900,-- Outros tecidos,5211
52114100,-- Em ponto de tafetá,5211
52114210,Com fios tintos em indigo blue segundo Color Index 73000,5211
52114290,Outros,5211
52114300,"-- Outros tecidos em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5211
52114900,-- Outros tecidos,5211
52115100,-- Em ponto de tafetá,5211
52115200,"-- Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5211
52115900,-- Outros tecidos,5211
52121100,-- Crus,5212
52121200,-- Branqueados,5212
52121300,-- Tintos,5212
52121400,-- De fios de diversas cores,5212
52121500,-- Estampados,5212
52122100,-- Crus,5212
52122200,-- Branqueados,5212
52122300,-- Tintos,5212
52122400,-- De fios de diversas cores,5212
52122500,-- Estampados,5212
53011000,- Linho em bruto ou macerado,5301
53011000,Em bruto,5301
53012110,Quebrado,5301
53012120,Espadelado,5301
53012910,Penteado,5301
53012990,Outro,5301
53013000,- Estopas e desperdícios de linho,5301
53021000,- Cânhamo em bruto ou macerado,5302
53021000,Em bruto,5302
53029000,- Outros,5302
53031010,Juta,5303
53031010,Macerada,5303
53031090,Outras,5303
53031090,Maceradas,5303
53039010,Juta,5303
53039090,Outros,5303
53050010,"De abacá, em bruto",5305
53050090,Outros,5305
53050090,"Estopas e desperdícios, exceto de sisal",5305
53050090,"Em bruto, exceto sisal",5305
53061000,- Simples,5306
53062000,- Retorcidos ou retorcidos múltiplos,5306
53071010,De juta,5307
53071090,Outros,5307
53072010,De juta,5307
53072090,Outros,5307
53081000,- Fios de cairo (fibra de coco),5308
53082000,- Fios de cânhamo,5308
53089000,- Outros,5308
53091100,-- Crus ou branqueados,5309
53091900,-- Outros,5309
53092100,-- Crus ou branqueados,5309
53092900,-- Outros,5309
53101010,Aniagem de juta,5310
53101090,Outros,5310
53109000,- Outros,5310
53110000,Tecidos de outras fibras têxteis vegetais; tecidos de fios de papel.,5311
54011011,Não acondicionadas para venda a retalho,5401
54011012,Acondicionadas para venda a retalho,5401
54011090,Outras,5401
54012011,Não acondicionadas para venda a retalho,5401
54012012,Acondicionadas para venda a retalho,5401
54012090,Outras,5401
54021100,-- De aramidas,5402
54021910,De náilon,5402
54021990,Outros,5402
54022010,De copolímero de ácido p-hidroxibenzoico e ácido hidroxinaftoico,5402
54022090,Outros,5402
54023111,Tintos,5402
54023119,Outros,5402
54023190,Outros,5402
54023211,"Multifilamento com efeito antiestático permanente, de título superior a 110 tex",5402
54023219,Outros,5402
54023290,Outros,5402
54023310,Crus,5402
54023320,Tintos,5402
54023390,Outros,5402
54023400,-- De polipropileno,5402
54023900,-- Outros,5402
54024400,-- De elastômeros,5402
54024510,De aramidas,5402
54024520,De náilon,5402
54024590,Outros,5402
54024600,"-- Outros, de poliésteres, parcialmente orientados",5402
54024710,Crus,5402
54024720,Tintos,5402
54024790,Outros,5402
54024800,"-- Outros, de polipropileno",5402
54024910,"De polietileno, com tenacidade igual ou superior a 26 cN/tex",5402
54024990,Outros,5402
54025110,De aramidas,5402
54025190,Outros,5402
54025200,-- De poliésteres,5402
54025300,-- De polipropileno,5402
54025900,-- Outros,5402
54026110,De aramidas,5402
54026190,Outros,5402
54026200,-- De poliésteres,5402
54026300,-- De polipropileno,5402
54026900,-- Outros,5402
54031000,"- Fios de alta tenacidade, de raiom viscose",5403
54033110,Crus ou branqueados,5403
54033190,Outros,5403
54033200,"-- De raiom viscose, com torção superior a 120 voltas por metro",5403
54033300,-- De acetato de celulose,5403
54033900,-- Outros,5403
54034100,-- De raiom viscose,5403
54034200,-- De acetato de celulose,5403
54034900,-- Outros,5403
54041100,-- De elastômeros,5404
54041200,"-- Outros, de polipropileno",5404
54041911,Reabsorvíveis,5404
54041919,Outros,5404
54041990,Outros,5404
54049000,- Outras,5404
54050000,"Monofilamentos artificiais, de título igual ou superior a 67 decitex e cuja maior dimensão da seção transversal não seja superior a 1 mm; lâminas e formas semelhantes (palha artificial, por exemplo) de matérias têxteis artificiais, cuja largura aparente não seja superior a 5 mm.",5405
54060010,Fios de filamentos sintéticos,5406
54060020,Fios de filamentos artificiais,5406
54071011,De aramidas,5407
54071019,Outros,5407
54071021,De aramidas,5407
54071029,Outros,5407
54072000,- Tecidos obtidos a partir de lâminas ou de formas semelhantes,5407
54073000,"- ""Tecidos"" mencionados na Nota 9 da Seção XI",5407
54074100,-- Crus ou branqueados,5407
54074200,-- Tintos,5407
54074300,-- De fios de diversas cores,5407
54074400,-- Estampados,5407
54075100,-- Crus ou branqueados,5407
54075210,Sem fios de borracha,5407
54075220,Com fios de borracha,5407
54075300,-- De fios de diversas cores,5407
54075400,-- Estampados,5407
54076100,"-- Que contenham pelo menos 85 %, em peso, de filamentos de poliéster não texturizados",5407
54076900,-- Outros,5407
54077100,-- Crus ou branqueados,5407
54077200,-- Tintos,5407
54077300,-- De fios de diversas cores,5407
54077400,-- Estampados,5407
54078100,-- Crus ou branqueados,5407
54078200,-- Tintos,5407
54078300,-- De fios de diversas cores,5407
54078400,-- Estampados,5407
54079100,-- Crus ou branqueados,5407
54079200,-- Tintos,5407
54079300,-- De fios de diversas cores,5407
54079400,-- Estampados,5407
54081000,"- Tecidos obtidos a partir de fios de alta tenacidade, de raiom viscose",5408
54082100,-- Crus ou branqueados,5408
54082200,-- Tintos,5408
54082300,-- De fios de diversas cores,5408
54082400,-- Estampados,5408
54083100,-- Crus ou branqueados,5408
54083200,-- Tintos,5408
54083300,-- De fios de diversas cores,5408
54083400,-- Estampados,5408
55011100,-- De aramidas,5501
55011900,-- Outros,5501
55012000,- De poliésteres,5501
55013000,- Acrílicos ou modacrílicos,5501
55014000,- De polipropileno,5501
55019000,- Outros,5501
55021000,- De acetato de celulose,5502
55029010,De raiom viscose,5502
55029090,Outros,5502
55031100,-- De aramidas,5503
55031910,"Bicomponentes, de diferentes pontos de fusão",5503
55031990,Outras,5503
55032010,"Bicomponentes, de diferentes pontos de fusão",5503
55032090,Outras,5503
55033000,- Acrílicas ou modacrílicas,5503
55034000,- De polipropileno,5503
55039010,"Bicomponentes, de diferentes pontos de fusão",5503
55039020,De poli(álcool vinílico),5503
55039090,Outras,5503
55041000,- De raiom viscose,5504
55049010,De liocel,5504
55049090,Outras,5504
55051000,- De fibras sintéticas,5505
55052000,- De fibras artificiais,5505
55061000,- De náilon ou de outras poliamidas,5506
55062000,- De poliésteres,5506
55063000,- Acrílicas ou modacrílicas,5506
55064000,- De polipropileno,5506
55069000,- Outras,5506
55070000,"Fibras artificiais descontínuas, cardadas, penteadas ou transformadas de outro modo para fiação.",5507
55081000,- De fibras sintéticas descontínuas,5508
55082000,- De fibras artificiais descontínuas,5508
55091100,-- Simples,5509
55091210,De aramidas,5509
55091290,Outros,5509
55092100,-- Simples,5509
55092200,-- Retorcidos ou retorcidos múltiplos,5509
55093100,-- Simples,5509
55093200,-- Retorcidos ou retorcidos múltiplos,5509
55094100,-- Simples,5509
55094200,-- Retorcidos ou retorcidos múltiplos,5509
55095100,"-- Combinadas, principal ou unicamente, com fibras artificiais descontínuas",5509
55095200,"-- Combinadas, principal ou unicamente, com lã ou pelos finos",5509
55095300,"-- Combinadas, principal ou unicamente, com algodão",5509
55095900,-- Outros,5509
55096100,"-- Combinadas, principal ou unicamente, com lã ou pelos finos",5509
55096200,"-- Combinadas, principal ou unicamente, com algodão",5509
55096900,-- Outros,5509
55099100,"-- Combinados, principal ou unicamente, com lã ou pelos finos",5509
55099200,"-- Combinados, principal ou unicamente, com algodão",5509
55099900,-- Outros,5509
55101111,"De raiom viscose, exceto modal",5510
55101112,De modal,5510
55101113,De liocel,5510
55101119,Outros,5510
55101190,Outros,5510
55101211,"De raiom viscose, exceto modal",5510
55101212,De modal,5510
55101213,De liocel,5510
55101219,Outros,5510
55101290,Outros,5510
55102011,"De raiom viscose, exceto modal",5510
55102012,De modal,5510
55102013,De liocel,5510
55102019,Outros,5510
55102090,Outros,5510
55103011,"De raiom viscose, exceto modal",5510
55103012,De modal,5510
55103013,De liocel,5510
55103019,Outros,5510
55103090,Outros,5510
55109011,"De raiom viscose, exceto modal",5510
55109012,De modal,5510
55109013,De liocel,5510
55109019,Outros,5510
55109090,Outros,5510
55111000,"- De fibras sintéticas descontínuas, que contenham pelo menos 85 %, em peso, destas fibras",5511
55112000,"- De fibras sintéticas descontínuas, que contenham menos de 85 %, em peso, destas fibras",5511
55113000,- De fibras artificiais descontínuas,5511
55121100,-- Crus ou branqueados,5512
55121900,-- Outros,5512
55122100,-- Crus ou branqueados,5512
55122900,-- Outros,5512
55129110,De aramidas,5512
55129190,Outros,5512
55129910,De aramidas,5512
55129990,Outros,5512
55131100,"-- De fibras descontínuas de poliéster, em ponto de tafetá",5513
55131200,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura
não seja superior a 4",5513
55131300,-- Outros tecidos de fibras descontínuas de poliéster,5513
55131900,-- Outros tecidos,5513
55132100,"-- De fibras descontínuas de poliéster, em ponto de tafetá",5513
55132310,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5513
55132390,Outros,5513
55132900,-- Outros tecidos,5513
55133100,"-- De fibras descontínuas de poliéster, em ponto de tafetá",5513
55133911,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5513
55133919,Outros,5513
55133990,Outros,5513
55134100,"-- De fibras descontínuas de poliéster, em ponto de tafetá",5513
55134911,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5513
55134919,Outros,5513
55134990,Outros,5513
55141100,"-- De fibras descontínuas de poliéster, em ponto de tafetá",5514
55141200,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura
não seja superior a 4",5514
55141910,De fibras descontínuas de poliéster,5514
55141990,Outros,5514
55142100,"-- De fibras descontínuas de poliéster, em ponto de tafetá",5514
55142200,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura
não seja superior a 4",5514
55142300,-- Outros tecidos de fibras descontínuas de poliéster,5514
55142900,-- Outros tecidos,5514
55143011,Em ponto de tafetá,5514
55143012,"Em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",5514
55143019,Outros,5514
55143090,Outros,5514
55144100,"-- De fibras descontínuas de poliéster, em ponto de tafetá",5514
55144200,"-- De fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura
não seja superior a 4",5514
55144300,-- Outros tecidos de fibras descontínuas de poliéster,5514
55144900,-- Outros tecidos,5514
55151100,"-- Combinadas, principal ou unicamente, com fibras descontínuas de raiom viscose",5515
55151200,"-- Combinadas, principal ou unicamente, com filamentos sintéticos ou artificiais",5515
55151300,"-- Combinadas, principal ou unicamente, com lã ou pelos finos",5515
55151900,-- Outros,5515
55152100,"-- Combinadas, principal ou unicamente, com filamentos sintéticos ou artificiais",5515
